1,70.073898,165.12985,222.20326,59
1,177.59982,257.57813,112.72438,67
1,157.46819,201.30836,55.501953,76
1,133.944,153.17656,130.03494,88
1,110.24593,162.88826,179.65634,72
1,70.28894,137.74394,160.16942,65
1,103.86297,183.18069,175.74699,64
1,161.58664,177.9601,111.88886,89
1,43.02504,124.17077,169.90199,64
1,158.79672,253.54234,140.47052,62
1,142.29347,233.69849,85.500412,62
1,71.737465,123.32916,105.93962,69
1,65.844734,151.29272,257.41345,61
1,58.711632,156.63152,216.29796,59
1,140.53088,248.27728,119.94286,59
1,170.01257,195.43297,184.98288,84
1,91.501953,95.972351,171.87183,96
1,21.613916,128.6356,94.807541,60
1,198.44786,283.27414,139.82167,73
1,94.522736,187.40659,93.727135,61
1,115.5948,143.81425,111.88886,82
1,172.48602,186.95366,82.078278,90
1,78.037804,153.4742,287.86264,63
1,127.1212,193.43736,28.668697,68
1,181.89868,202.54892,165.18359,88
1,91.838875,184.74208,174.60718,61
1,72.926155,197.64447,90.007469,57
1,187.76886,166.5034,221.62604,100
1,144.79306,255.15306,219.19518,60
1,54.812534,134.29286,70.232056,63
1,144.25137,217.27995,197.16278,67
1,90.853821,142.04414,221.62604,70
1,176.70244,184.78668,139.62772,94
1,94.58963,182.09413,72.017471,62
1,103.41788,130.50075,285.5415,82
1,103.42573,246.94664,58.220695,56
1,101.6079,168.02951,253.82533,67
1,109.0556,145.1483,174.82893,78
1,127.49967,168.82104,184.98288,77
1,105.68363,112.32191,90.182579,94
1,128.55367,258.82715,231.06757,57
1,121.14229,142.93091,189.34003,86
1,120.20284,211.73395,210.77122,62
1,199.35248,219.8907,197.82249,91
1,76.579201,116.79089,214.99815,74
1,58.956001,86.464684,142.21915,85
1,33.406723,157.40302,53.519798,57
1,183.36928,239.88478,186.46588,73
1,137.19604,200.7646,168.95241,69
1,102.99255,186.86848,234.79765,63
1,164.49362,230.64204,205.26389,68
1,112.21044,146.61195,125.80949,79
1,174.806,230.76733,155.49344,72
1,119.7473,183.24139,274.5896,69
1,65.082153,161.35254,114.96228,59
1,71.71434,161.91898,148.20717,60
1,80.039261,167.67216,190.7173,61
1,90.536926,197.48691,198.11922,59
1,17.432861,172.58017,155.25076,55
1,120.96189,164.07075,124.08803,76
1,92.642227,176.97179,88.91069,62
1,18.873877,123.56422,175.97278,61
1,85.672569,151.73871,14.783525,65
1,148.30145,202.96654,171.87183,72
1,70.88089,119.70987,151.99255,70
1,198.46938,232.19524,101.54219,84
1,121.73409,217.57678,116.66717,61
1,185.02733,183.71863,144.26247,100
1,108.31598,211.16792,155.49344,60
1,45.934006,103.0386,161.47572,72
1,93.388573,134.73282,72.298126,75
1,140.91881,244.18697,144.71712,60
1,93.64695,152.10046,146.69858,68
1,36.341198,131.32927,192.68485,61
1,170.95282,217.76096,124.21741,75
1,215.5901,239.20808,162.34116,91
1,66.292923,199.80913,41.821369,56
1,71.993477,117.29585,181.80292,72
1,113.46754,219.75642,147.43326,60
1,111.76251,276.07983,239.70793,56
1,169.46976,209.98386,181.80292,77
1,78.998619,103.81158,83.664101,82
1,191.73326,227.85744,175.97278,82
1,181.04352,206.32457,164.49228,85
