1,70.073898,165.12985,222.20326,91
1,177.59982,257.57813,112.72438,83
1,157.46819,201.30836,55.501953,74
1,133.944,153.17656,130.03494,62
1,110.24593,162.88826,179.65634,78
1,70.28894,137.74394,160.16942,85
1,103.86297,183.18069,175.74699,86
1,161.58664,177.9601,111.88886,61
1,43.02504,124.17077,169.90199,86
1,158.79672,253.54234,140.47052,88
1,142.29347,233.69849,85.500412,88
1,71.737465,123.32916,105.93962,81
1,65.844734,151.29272,257.41345,89
1,58.711632,156.63152,216.29796,91
1,140.53088,248.27728,119.94286,91
1,170.01257,195.43297,184.98288,66
1,91.501953,95.972351,171.87183,54
1,21.613916,128.6356,94.807541,90
1,198.44786,283.27414,139.82167,77
1,94.522736,187.40659,93.727135,89
1,115.5948,143.81425,111.88886,68
1,172.48602,186.95366,82.078278,60
1,78.037804,153.4742,287.86264,87
1,127.1212,193.43736,28.668697,82
1,181.89868,202.54892,165.18359,62
1,91.838875,184.74208,174.60718,89
1,72.926155,197.64447,90.007469,93
1,187.76886,166.5034,221.62604,50
1,144.79306,255.15306,219.19518,90
1,54.812534,134.29286,70.232056,87
1,144.25137,217.27995,197.16278,83
1,90.853821,142.04414,221.62604,80
1,176.70244,184.78668,139.62772,56
1,94.58963,182.09413,72.017471,88
1,103.41788,130.50075,285.5415,68
1,103.42573,246.94664,58.220695,94
1,101.6079,168.02951,253.82533,83
1,109.0556,145.1483,174.82893,72
1,127.49967,168.82104,184.98288,73
1,105.68363,112.32191,90.182579,56
1,128.55367,258.82715,231.06757,93
1,121.14229,142.93091,189.34003,64
1,120.20284,211.73395,210.77122,88
1,199.35248,219.8907,197.82249,59
1,76.579201,116.79089,214.99815,76
1,58.956001,86.464684,142.21915,65
1,33.406723,157.40302,53.519798,93
1,183.36928,239.88478,186.46588,77
1,137.19604,200.7646,168.95241,81
1,102.99255,186.86848,234.79765,87
1,164.49362,230.64204,205.26389,82
1,112.21044,146.61195,125.80949,71
1,174.806,230.76733,155.49344,78
1,119.7473,183.24139,274.5896,81
1,65.082153,161.35254,114.96228,91
1,71.71434,161.91898,148.20717,90
1,80.039261,167.67216,190.7173,89
1,90.536926,197.48691,198.11922,91
1,17.432861,172.58017,155.25076,95
1,120.96189,164.07075,124.08803,74
1,92.642227,176.97179,88.91069,88
1,18.873877,123.56422,175.97278,89
1,85.672569,151.73871,14.783525,85
1,148.30145,202.96654,171.87183,78
1,70.88089,119.70987,151.99255,80
1,198.46938,232.19524,101.54219,66
1,121.73409,217.57678,116.66717,89
1,185.02733,183.71863,144.26247,50
1,108.31598,211.16792,155.49344,90
1,45.934006,103.0386,161.47572,78
1,93.388573,134.73282,72.298126,75
1,140.91881,244.18697,144.71712,90
1,93.64695,152.10046,146.69858,82
1,36.341198,131.32927,192.68485,89
1,170.95282,217.76096,124.21741,75
1,215.5901,239.20808,162.34116,59
1,66.292923,199.80913,41.821369,94
1,71.993477,117.29585,181.80292,78
1,113.46754,219.75642,147.43326,90
1,111.76251,276.07983,239.70793,94
1,169.46976,209.98386,181.80292,73
1,78.998619,103.81158,83.664101,68
1,191.73326,227.85744,175.97278,68
1,181.04352,206.32457,164.49228,65
1,153.91022,243.85164,151.95839,87
1,138.05975,234.19997,41.821369,89
1,79.012901,145.84827,97.787521,85
1,33.42001,171.34378,168.38278,94
1,53.357925,174.43983,174.82893,93
1,125.24721,227.12401,156.34575,90
1,70.29023,125.76671,154.06284,82
1,76.912331,175.52029,101.54219,91
1,61.948505,147.70798,210.77122,89
1,191.60249,277.59076,173.94118,80
1,106.82642,227.27899,234.79765,92
1,97.393639,157.85083,109.77087,82
1,174.43239,178.62383,105.93962,54
1,35.500237,128.04492,93.727135,89
1,61.753929,135.16997,139.62772,86
1,84.970139,131.7187,158.32141,78
1,114.12635,85.928078,144.26247,50
1,114.44761,208.64549,178.88976,88
1,160.41701,201.8629,174.53349,73
1,142.70872,119.28231,150.75591,50
1,72.03936,160.74565,172.24817,90
1,138.5204,211.48372,72.298126,84
1,164.29356,267.30411,193.3342,88
1,102.3664,236.08369,143.26843,93
1,36.736866,130.95488,102.84005,89
1,169.01384,175.94838,97.787521,56
1,131.95215,207.38083,298.37305,84
1,145.772,211.95763,125.80949,82
1,182.63828,188.75903,133.49908,54
1,204.76474,191.59807,216.29796,50
1,131.68869,184.17107,72.017471,77
1,118.40976,175.02298,148.7641,79
1,125.83333,200.41495,96.402267,84
1,166.98312,298.82205,164.19237,89
1,175.14388,246.66455,116.34966,83
1,166.16962,247.07948,130.05786,85
1,143.44041,245.83122,214.99815,90
1,74.109688,200.97667,124.21741,93
1,189.83217,198.38281,179.65634,55
1,171.44482,200.6196,146.69858,67
1,154.50516,164.53792,298.37305,56
1,90.663742,162.41348,140.47052,85
1,89.750404,170.75839,205.26389,87
1,136.71742,161.20805,190.05217,64
1,71.418213,154.26328,133.49908,89
1,58.863758,179.15927,128.49681,93
1,106.18056,147.67134,124.08803,75
1,17.79294,119.8664,96.419159,88
1,158.66132,196.67311,156.97389,71
1,188.19498,225.8788,53.519798,69
1,215.93581,184.19496,206.44434,50
1,157.34335,268.35971,100.87353,89
1,129.24344,131.39142,219.19518,52
1,166.87274,236.0714,245.05305,83
1,138.367,191.63728,111.06676,77
1,84.090263,129.35777,129.40697,78
1,37.73576,147.47583,111.06676,92
1,71.555649,128.78856,82.775345,82
1,18.297588,143.65756,145.59306,92
1,87.305573,163.90265,130.05786,87
1,117.07672,156.25084,124.12156,73
1,118.93092,214.36319,58.220695,89
1,100.57639,131.49364,197.82249,70
1,83.133095,154.41859,107.33544,86
1,74.278641,147.11317,165.27718,87
1,104.10269,146.70274,186.46588,76
1,26.165232,147.14929,174.53349,92
1,24.771475,154.97643,291.77878,93
1,170.29219,244.13289,85.124725,84
1,119.3268,227.9361,63.328426,91
1,67.482933,149.45621,270.23233,89
1,105.53135,132.83813,235.72205,68
1,180.52951,233.64621,165.5959,77
1,141.51515,206.62617,109.77087,81
1,120.79972,194.39709,168.69777,84
1,161.01878,182.34854,124.12156,63
1,82.714157,177.13771,63.328426,90
1,176.54288,248.15948,90.182579,83
1,47.915539,194.58765,88.91069,94
1,68.901802,103.68346,140.82492,73
1,102.0498,102.84074,156.34575,52
1,86.378113,115.51308,112.72438,71
1,74.266235,175.2455,137.26691,91
1,59.566994,171.24094,87.70047,92
1,102.56311,80.560913,69.04435,50
1,57.205578,156.37576,173.94118,91
1,32.774673,151.25204,147.43326,93
1,124.40585,203.06161,190.7173,85
1,131.81873,220.85231,253.82533,87
1,125.51096,246.64189,192.68485,92
1,212.95375,210.00307,257.39777,50
1,80.137291,113.83723,168.69777,73
1,175.87457,224.14142,153.59918,75
1,25.395082,105.20766,118.93221,83
1,159.10814,199.48442,70.232056,72
1,183.86359,250.03093,209.00226,80
1,56.739155,114.0176,231.06757,81
1,125.0321,207.81046,257.41345,86
1,74.658813,171.35112,151.95839,91
1,63.424568,200.98869,144.71712,94
1,84.030762,175.71034,212.42178,89
1,158.07445,182.54169,60.066936,65
1,77.025192,223.46878,86.148788,94
1,34.330452,200.0166,184.41429,95
1,132.37061,248.29527,160.16942,92
1,132.70477,258.62817,64.211388,92
1,162.82951,243.11052,142.21915,85
1,72.010521,160.27437,116.66717,90
1,137.87752,262.91257,136.3779,92
1,101.91141,124.6522,55.501953,66
1,167.97426,193.88516,114.96228,66
1,146.01961,267.97952,145.03769,91
1,72.816002,190.90866,168.95241,93
1,100.1725,166.06683,193.3342,83
1,96.448494,186.63507,71.885345,88
1,91.362144,216.36787,165.27718,92
2,148.11916,85.152924,234.79765,82
2,212.11987,130.23248,287.86264,87
2,183.12956,196.06175,150.75591,50
2,148.30177,134.78209,186.46588,58
2,140.18945,73.497749,109.77087,84
2,252.70825,112.25806,97.787521,94
2,150.74503,96.053474,112.72438,79
2,165.12279,159.72623,139.62772,53
2,88.934517,56.686584,209.00226,65
2,111.50872,87.899155,130.05786,64
2,114.29079,73.097839,158.32141,73
2,96.893105,86.408524,139.62772,56
2,133.83148,40.68108,124.12156,88
2,252.43059,185.05116,155.25076,82
2,241.87257,155.85121,184.98288,88
2,210.10304,89.918091,173.94118,92
2,160.95918,153.07098,212.42178,54
2,105.10914,90.286339,128.49681,59
2,186.54523,13.21417,165.18359,95
2,176.08357,127.61696,82.775345,75
2,268.72845,177.33556,125.80949,86
